Nitrogen,Phosphorus,Potassium,humidity,ph,temperature,rainfall,label
17,73,18,34.51086611,5.632353113,19.50112224,197.3752649,5
26,72,22,37.57792132,4.674941549,28.76794904,91.72084869,5
17,64,16,32.24914235,7.161797643,30.97758716,180.716828,5
14,74,19,36.82639309,6.624966131,18.39759147,93.12330644,5
39,60,15,30.98685456,5.004074624,35.09357419,116.9106908,5
6,66,15,30.40046769,6.345806011,34.93174223,159.2649827,5
8,59,18,35.72032498,6.216814453,29.50523036,187.8961851,5
2,67,18,47.52980027,5.921666758,34.51934775,129.0064612,5
1,76,17,52.10010827,6.012719118,28.43430726,147.0414824,5
16,73,19,34.80541039,4.684079249,18.41645629,163.2747473,5
23,75,25,47.19847683,7.077170002,31.07508973,91.31256412,5
32,70,20,46.24856523,6.208843215,20.89342749,195.5697875,5
28,59,22,52.79913039,7.05181629,30.90607799,170.9919828,5
5,62,23,66.45457122,4.722222454,27.9348279,145.3728801,5
36,67,25,36.52780776,6.418062652,35.95176642,136.0456753,5
1,66,23,56.92831399,4.803564468,19.54317155,173.1686574,5
24,73,20,32.31528909,4.608695247,19.63736208,176.4134092,5
17,67,18,56.46868874,5.611510977,31.2192752,129.2028653,5
5,55,18,45.70976142,7.322097972,33.50876355,126.6738117,5
5,56,24,45.01110015,5.023115055,24.80710166,188.4928637,5
37,77,17,31.94550613,5.617122801,36.20970524,191.0658531,5
13,73,20,35.48885969,5.391560418,30.50420876,162.5927723,5
6,63,23,49.94704718,5.906596905,26.01630259,160.3337447,5
16,77,22,35.6395615,6.574209678,31.48469278,100.546816,5
25,64,20,32.45974539,4.807776749,33.15122581,105.0380275,5
34,75,24,51.29019509,4.760038039,23.50222822,192.3023991,5
20,77,23,38.83786012,5.180271502,34.87248659,148.2502786,5
35,80,25,44.93322042,4.895927306,28.09269012,197.1144011,5
14,75,24,57.3414485,6.436160044,24.54757829,118.3606557,5
36,80,21,48.41490082,7.066087261,33.64769646,100.4673278,5
7,77,18,60.54880693,6.655918078,20.5591255,191.0895109,5
29,78,25,59.33157782,5.982854523,19.95991719,195.787103,5
30,60,21,62.4901206,5.457871273,28.87667593,182.2688175,5
20,74,16,43.61444121,4.759490199,36.04353699,159.8938645,5
19,57,23,47.2879691,7.342409555,23.6734328,141.1250722,5
3,60,19,40.7192594,4.820788186,25.74679443,100.7791633,5
5,77,19,66.68832981,6.242052013,31.08564994,175.9303271,5
5,68,20,61.33186249,5.001038726,18.72987676,139.8710041,5
37,73,21,63.46513414,5.560224583,29.50304807,189.5208915,5
9,59,24,39.37252634,4.747352458,20.43517772,137.2279662,5
20,72,15,56.01334416,7.313517308,36.00415838,134.8596466,5
31,56,23,35.39454002,5.661826398,31.46846241,174.5723999,5
0,70,21,56.03021253,4.672437054,36.30049702,101.6073988,5
21,74,15,67.10604388,6.471862118,29.49096726,153.2504506,5
13,67,18,34.75591197,5.384762927,30.5753044,177.5764304,5
27,74,20,59.96669215,5.859813416,24.69487673,91.95792434,5
29,72,24,36.67847052,6.962386495,23.17409556,162.5931264,5
5,68,20,33.10695144,6.12166671,19.04380471,155.3705624,5
39,57,19,45.93248374,6.421748487,29.32379604,165.4113371,5
22,62,16,54.32342534,4.828936119,34.6455408,180.9009998,5
18,55,23,56.31006755,6.98571967,21.9989826,136.8274312,5
39,77,21,60.24218572,4.603563116,22.99774444,159.689339,5
13,75,20,35.29006485,6.979540061,30.55992394,178.8998611,5
27,71,24,48.17631461,7.064973419,31.46417866,165.405354,5
26,64,22,40.58227261,5.16516459,25.95058595,109.1821183,5
23,55,16,69.69141302,5.111488821,21.01142393,185.2039114,5
4,69,19,47.70351758,5.374358869,19.25100056,149.063196,5
20,67,19,50.54495302,5.671419084,19.24462755,180.6465282,5
7,74,17,62.56532471,5.667419697,22.47253208,96.74706956,5
17,64,18,58.25799145,6.07938452,36.75087487,124.6028153,5
35,71,17,66.35375127,6.931924963,29.89286629,198.1403003,5
11,72,22,44.82294584,6.842744374,29.37735586,172.40168,5
20,60,22,42.89833235,6.876572503,29.65052947,186.9226052,5
10,71,18,66.34777265,6.151029296,19.54284889,173.1106982,5
33,61,24,48.93905624,4.567446499,20.04611791,122.4564203,5
3,49,18,64.70930606,3.692863601,27.91095209,32.67891866,6
22,59,23,51.27868781,4.371745575,27.32220619,36.5037914,6
36,58,25,59.3189118,8.399135958,28.66024187,36.92629678,6
4,43,18,61.09387478,8.840656256,29.02955344,72.98016599,6
29,54,16,54.65030015,8.153022903,27.78031515,32.05025323,6
32,43,22,54.1077461,5.270749441,31.99928579,71.6266696,6
14,55,15,55.27755933,8.050304395,27.33580911,73.44775287,6
5,35,20,53.57014709,9.679240873,28.92952635,66.35634104,6
25,57,24,58.59986279,6.974978386,27.65472156,36.94255012,6
11,53,24,55.77264351,7.39389918,28.52396666,61.32935611,6
40,49,17,45.89239456,6.68727523,31.02215872,53.56783314,6
38,56,25,45.38497051,7.88118645,25.74095321,67.43488235,6
27,43,23,56.85420099,5.875333778,31.70447482,44.94317432,6
24,38,22,58.51663927,8.202706015,24.47876451,34.96933295,6
23,45,21,51.79939437,8.985348193,31.46511256,74.44330654,6
29,57,20,50.7330069,5.87707519,25.60973447,53.39249517,6
31,35,23,47.18283631,7.707595055,30.30260453,68.04039813,6
0,55,25,43.6672299,4.524171562,28.17489437,45.78172762,6
7,45,22,44.8302551,9.926212291,25.50634557,74.32635105,6
17,58,25,43.58788762,6.455592696,31.12896766,32.76742894,6
11,44,17,55.59160391,8.016210782,26.34043268,35.1051197,6
22,49,22,61.5620517,3.71105919,28.23494706,72.66666443,6
9,51,19,49.32609633,5.49091063,27.04453473,48.25207759,6
28,48,15,55.25435777,9.254089438,25.16125354,40.89732789,6
26,50,19,51.66921088,6.005242945,27.3179125,32.55919573,6
36,56,20,49.66474269,7.437078236,25.4123765,31.87416982,6
8,60,18,46.01868196,3.808429173,31.21629982,53.1205277,6
24,37,21,58.22686794,5.818219385,30.573999,62.74803826,6
22,43,24,53.2208266,4.52363558,25.42517036,46.19374559,6
36,43,24,43.65305437,3.510404312,27.09400578,41.53749535,6
22,44,24,56.32938343,6.030447288,24.30935081,58.99536268,6
17,43,22,45.90067655,5.498340808,30.06142622,41.0550915,6
8,45,15,60.9835384,4.61136408,28.09568993,33.84110759,6
7,56,23,40.00933429,5.545219232,26.33908791,55.50429227,6
36,57,16,57.14218792,8.292875734,28.61409059,57.02891698,6
11,45,19,44.359648,3.828031463,28.70012137,44.11622138,6
6,36,22,59.79236306,8.869532817,24.21610338,42.24783476,6
17,57,20,45.20094476,3.793575185,28.50677929,66.1761456,6
4,47,20,64.95585424,4.193189124,25.97948991,72.19245835,6
9,49,16,41.36561835,7.661537348,30.88482722,55.053805,6
25,51,24,61.66852372,9.392694614,25.5042419,65.07981523,6
36,44,21,51.33189406,4.516154055,25.12528913,38.48678973,6
21,38,20,63.56791363,5.794289715,27.10508014,62.20279647,6
37,57,20,44.82069159,7.354286985,31.1006247,70.79934452,6
32,48,18,56.40226277,5.993513566,26.45707778,64.16167699,6
29,44,20,63.56222995,8.620107545,30.04132304,31.83192392,6
25,51,18,54.82130787,9.45949344,27.77799528,50.28438729,6
10,44,24,43.02151392,8.0344125,30.99256944,58.27600682,6
23,35,18,47.36534833,5.414492777,26.4908332,36.99362831,6
9,60,23,57.17377029,6.276004336,31.96987867,64.25520357,6
3,58,21,46.82652785,9.160691747,25.36140526,55.60523179,6
22,42,22,56.96640758,7.887658711,25.54249137,48.46797044,6
12,39,21,62.85948245,8.183844843,28.99319096,70.4713043,6
39,36,22,60.50320928,9.072011412,29.34317422,34.03335472,6
32,41,16,61.39451307,7.702287236,28.63618921,68.54877876,6
30,41,15,44.17085032,5.88509677,24.83206631,52.0810886,6
19,36,22,58.55363573,6.16496284,25.44689075,57.04826619,6
4,46,15,62.40392519,3.504752314,31.01274943,63.77192383,6
21,39,20,52.3003173,7.388007483,27.06179658,60.74583498,6
35,57,25,42.26206161,8.340398059,27.0956288,71.1271039,6
22,55,24,57.30636014,8.66077954,28.56800579,64.53027638,6
35,51,17,49.84213387,3.558822825,28.79929247,40.85534718,6
17,56,17,45.41393636,5.9565851,27.94293692,69.66289997,6
28,57,17,61.58245338,9.416003106,30.47757686,61.86633917,6
22,36,16,50.77148138,8.18422855,30.58139475,64.58559639,6
11,41,19,41.81420849,5.131779302,26.85911286,44.13827124,6
38,38,18,61.18749126,6.294130313,26.31051759,35.73403813,6
23,37,24,44.2252605,7.991902443,28.77833449,33.95825723,6
25,35,20,43.35365671,8.923095695,28.90245417,71.90018566,6
40,45,20,57.69622912,6.878498176,29.37687468,38.34303462,6
23,58,19,58.25204566,5.243634849,24.17093241,59.18953429,6
2,56,23,59.79023382,7.550090941,26.65333029,36.91852635,6
3,56,17,53.50567601,8.709291688,28.19912143,52.13580529,6
26,51,25,52.62741529,7.792508068,28.76488954,55.21606732,6
39,42,20,61.25353851,8.055908858,29.3499706,40.82840673,6
27,59,20,52.60950014,4.397698806,28.00937423,36.01203025,6
24,45,19,48.8246387,5.952384957,26.85851927,34.7426459,6
7,40,17,40.92604945,8.532078733,31.2123945,53.78769958,6
15,45,23,61.43378674,7.224193642,24.20422636,46.0203959,6
26,52,23,49.60384796,4.931890506,29.98835437,52.92929636,6
20,45,16,54.61813464,4.626212446,29.93964907,45.43669946,6
34,54,24,41.55934359,5.026003659,31.2119298,68.80141783,6
19,51,25,48.23991436,3.5253661,26.80474415,43.87801983,6
29,41,21,62.84916863,8.86979671,31.49398069,64.56807592,6
20,50,22,46.42693735,9.406887533,30.99694676,38.31597852,6
11,40,23,63.04749127,5.80428611,29.61253065,50.1978269,6
15,54,15,57.03184356,8.35495812,29.97604322,44.86052932,6
35,55,22,52.62696801,8.634929739,30.88883074,55.51932414,6
9,59,25,60.16299493,7.699200949,30.39321309,35.37493212,6
40,45,18,55.20522037,5.261285926,30.43683729,30.92014047,6
35,38,19,63.18180319,9.112771682,25.32688786,32.71129281,6
14,58,17,59.96664731,4.605700542,30.53684308,33.48919022,6
40,55,18,40.5926071,7.115994051,30.38257873,47.95406479,6
18,36,23,53.76623369,7.214078621,24.01825377,35.03404425,6
35,52,15,61.14754363,9.93509073,28.69841277,65.67591794,6
4,59,22,49.00323081,8.914074888,29.33743412,42.44054315,6
22,51,16,61.34900107,8.639586199,27.96583691,70.10472076,6
33,47,17,48.27531965,8.621514073,24.86803974,63.9187654,6
2,51,17,45.96341933,5.838508699,25.87682261,38.53254678,6
16,51,21,49.9767522,3.532008668,31.01963639,32.81296548,6
19,55,20,87.80507732,7.18530147,27.43329405,54.73367631,7
8,54,20,80.77275974,7.034214276,28.3340432,38.7976407,7
36,55,20,84.34262707,6.635968698,27.01470397,55.296354,7
10,56,16,81.04554836,6.828187499,28.17432665,36.35720652,7
22,56,17,87.32761241,6.89077995,29.87888063,44.75215854,7
9,57,24,89.71503316,7.165121109,29.89232778,42.99498978,7
34,59,23,83.24855855,6.935804256,28.56212158,56.48265193,7
31,51,25,85.5701901,7.196774236,27.53592929,53.01899249,7
0,49,18,87.93598094,6.990095452,29.68361658,41.82490236,7
21,39,20,82.1193047,7.064782138,28.14448546,46.75690086,7
28,35,22,86.73346018,7.156563094,29.53037621,59.87232071,7
17,52,17,86.45147631,6.364967184,27.88352946,44.64407105,7
24,42,23,82.35916228,6.428054409,28.22471276,44.01206619,7
28,46,16,84.96089355,6.664187809,29.008124,45.91011391,7
21,38,21,86.45193297,6.637677489,29.75538903,37.54602719,7
34,60,25,85.16906976,6.79385576,29.78416743,40.77872823,7
19,53,22,80.4513142,6.852884643,27.8640132,42.83053902,7
31,58,15,84.96771717,7.121571293,27.11026483,51.52617423,7
19,35,24,83.64274107,6.883308033,27.11030369,49.11964582,7
24,53,17,89.07866095,6.421271178,28.95451232,57.65901369,7
13,47,20,87.93724219,6.54450214,29.21780035,43.1386631,7
31,53,16,85.81675947,6.452006451,28.7420098,48.54598575,7
28,45,23,80.29868321,6.489259136,29.65021184,56.76278363,7
31,37,21,86.404241,6.713410626,27.23924995,37.31236904,7
33,60,15,81.67085323,6.510840928,28.95172351,56.51103293,7
34,45,21,82.60629652,6.287380117,28.18837136,37.01110438,7
13,57,25,86.20681554,6.86308576,28.30041493,50.47333854,7
33,57,17,88.71782287,6.78415271,27.89636126,57.79863368,7
32,57,22,87.50436797,6.769415888,28.6899851,44.56598352,7
23,59,25,88.73100226,6.320768488,27.8262623,56.68833819,7
35,41,18,81.59200689,6.705008504,28.70562673,59.87065439,7
6,48,24,84.61431076,6.790736339,28.6362812,48.48319335,7
29,36,25,88.4393979,7.130278657,28.28511547,48.56690235,7
4,36,22,86.13316408,7.012740397,27.60887393,43.80041104,7
10,59,22,86.99495766,7.155685016,28.60901145,36.94616965,7
14,48,21,84.80084105,6.991242362,29.24598976,53.43228915,7
8,50,21,89.1148059,6.218923893,28.62911222,50.49913241,7
20,40,15,88.07505524,7.199495368,29.57329479,45.04467075,7
36,43,22,87.16679147,6.389882166,27.82684262,58.37249772,7
14,57,15,83.14796296,6.623438282,29.8757015,40.12044158,7
11,60,23,88.50229102,7.033012777,27.33684386,51.09802625,7
10,59,15,89.30428305,6.32400451,29.83040388,58.86687093,7
7,60,25,82.76020821,6.397636709,28.2753171,56.04995423,7
2,47,15,85.99127934,6.401455706,29.86860065,58.41394143,7
20,45,22,89.9939693,6.904587016,29.5888162,54.96121262,7
2,39,15,82.9116472,6.478557136,28.07219563,49.61865305,7
27,40,24,89.99615558,7.063022095,27.84026517,52.84626009,7
35,48,15,87.4512669,6.981758362,27.10818093,55.03723979,7
4,59,25,81.94268594,6.227134139,27.68515114,54.62243308,7
1,48,24,85.60472562,6.232836962,29.34594634,59.03629954,7
36,43,21,84.8593608,7.140437859,28.36319404,52.93031105,7
11,46,24,89.80650642,6.459252023,27.65280218,56.52558045,7
34,47,19,85.44815232,6.568795404,27.31372793,53.15223123,7
21,44,18,86.89934108,7.12851089,27.06909959,50.46746116,7
17,58,20,85.91625451,6.42937879,28.06642822,39.23831035,7
25,40,21,81.13903037,6.248900919,27.73329078,44.17580911,7
2,38,18,89.92908171,6.619891498,27.53632932,45.48591922,7
9,48,20,84.28187572,6.377568542,29.66461594,56.09542002,7
37,49,25,85.85384444,6.415459592,29.9145443,41.39081525,7
36,38,15,87.59810657,6.320662012,28.36363858,57.99524359,7
40,58,15,87.60890009,6.978400282,29.46416042,43.15411472,7
30,44,16,82.89166381,6.442335593,29.73013036,50.91511275,7
1,59,23,87.17649,7.184398832,27.46852989,43.78420984,7
9,48,22,87.09979549,6.402926221,27.77076285,49.50812624,7
14,41,17,88.48312598,7.085982325,29.12939524,36.45012824,7
35,52,19,89.89593328,6.698574085,27.10606808,37.45680611,7
31,48,17,86.94206817,6.594739424,28.88078945,53.79732545,7
4,41,20,83.8001509,6.647965508,28.14720892,37.44800463,7
30,37,25,80.14487166,7.120032489,29.89129144,54.7960127,7
9,35,20,80.98004661,6.91380932,27.41503453,40.53173216,7
20,41,20,89.4875022,7.073048264,29.27308605,50.9246554,7
37,50,23,88.48587386,6.5304707,29.65296893,56.01913159,7
34,35,21,82.67639542,6.684381357,28.44524991,58.18713162,7
14,37,15,83.97586797,6.581351374,27.96235681,48.9366954,7
23,39,22,81.97952224,6.86483915,29.25649321,42.02483277,7
5,45,21,88.00989267,6.487124217,28.36291385,43.05130077,7
22,37,20,86.49366929,6.605733068,27.62749466,39.26137642,7
40,51,17,86.12194568,6.860602782,28.66086349,50.01534317,7
27,56,20,87.11497805,6.41874299,29.2114218,51.53848218,7
31,40,22,86.16063492,6.365513634,29.40889385,53.35486977,7
38,36,21,84.8845732,6.556372966,28.02952623,36.12042927,7
6,37,17,80.35005927,6.760694228,28.08657178,38.14476781,7
6,47,18,80.28038146,6.715276663,29.16174608,40.16545979,7
24,44,17,80.03499648,6.666380512,29.8596912,50.66487502,7
25,59,19,83.6869203,6.626629798,29.06631494,43.95183726,7
32,56,21,88.66663953,6.702772465,27.38538997,58.29933073,7
8,45,18,85.42058715,7.011030515,27.93034941,43.25095608,7
19,39,17,81.8009244,6.890156495,29.2808618,44.47427436,7
39,37,15,83.78911515,6.821747052,28.9973145,59.84499208,7
33,37,19,86.5543196,7.183189922,27.92678579,43.4826194,7
26,54,17,88.9570454,6.27258822,28.5474135,49.4897245,7
21,51,15,89.1886954,6.679127482,29.36488409,48.30159325,7
22,54,20,83.63802195,6.689825155,28.56149805,41.013132,7
29,45,16,87.91332682,6.583381939,28.43683487,43.12063289,7
4,40,21,80.45744422,6.725551062,28.79728147,44.30070517,7
10,37,22,89.12760359,7.069747814,28.7275267,58.52974279,7
4,44,19,83.52706038,6.921993878,27.95639663,43.25726752,7
20,45,17,83.69659318,6.770955317,28.17458662,37.2464655,7
23,45,23,86.69133979,6.983130466,28.77653519,56.12443206,7
25,48,21,83.48991368,6.267684328,28.438097,52.55469976,7
56,79,15,63.19915325,7.454532137,29.48439992,71.89090748,8
25,62,21,68.13999721,7.040056094,26.73433965,67.15096376,8
42,61,22,62.28814857,7.418650668,26.27274407,70.23207557,8
42,73,25,67.21113844,6.501869314,34.03679184,73.23573601,8
44,58,18,65.06601664,6.814410928,28.03644051,72.49507741,8
50,55,16,65.33538112,7.581442888,28.81460716,62.26242533,8
35,72,21,64.28791388,7.741418772,34.03619494,66.85510868,8
30,64,20,61.57072498,6.573531614,33.8642935,68.02199825,8
27,64,21,68.68401492,7.543804223,32.84213012,73.67166182,8
50,74,17,63.36085585,6.5408208,27.10053268,73.84949872,8
39,73,24,61.18235808,7.22405917,25.65842532,69.28607828,8
57,67,25,66.61452812,7.551364319,32.34744009,64.55882254,8
52,63,19,68.32176769,6.928898659,29.58949031,67.53021213,8
55,66,22,68.79427388,7.747775263,30.91219459,66.63830637,8
51,56,18,64.2097765,6.706505915,28.12787838,70.86340755,8
36,66,15,69.34811988,6.668238556,30.08545364,67.1367443,8
59,55,19,62.51007687,7.332375138,31.74379487,68.97097538,8
50,58,23,62.50460464,7.596802025,27.81326852,69.75555541,8
30,65,25,64.59457409,7.70650895,32.88733849,71.50569456,8
20,62,18,64.98742947,7.366542647,29.36358721,61.91208707,8
58,71,15,67.5861883,6.919243702,27.82592799,74.01229707,8
25,71,24,60.44848407,7.187721818,28.49538735,74.91559514,8
52,71,16,68.53997144,7.075886472,27.74274761,71.78615328,8
40,63,18,67.66323804,6.74441168,30.41588462,63.02473185,8
20,60,25,69.09047809,6.726469088,27.3254209,61.19250859,8
48,61,21,61.69295127,6.628264883,30.28496619,65.62859526,8
49,68,22,61.53278622,7.127064207,28.56840626,63.49726331,8
48,62,15,66.6379724,7.538631462,25.36586097,65.81655892,8
32,66,17,65.26774011,7.162357641,34.9466155,70.1415139,8
21,63,22,67.72837887,6.859409487,25.09737391,74.61649888,8
20,72,19,64.34848735,7.397190844,32.47648301,65.820457,8
25,65,21,68.59232289,6.880245789,33.86351172,69.24464096,8
41,78,21,60.37332688,6.581313137,25.19857725,70.88787207,8
53,67,17,69.01852894,7.296972161,31.77681682,61.46892873,8
39,60,21,63.59948557,6.97297656,34.89814946,64.72797143,8
25,76,17,68.63525428,7.241148507,31.74105409,62.3061735,8
21,78,19,66.76017239,6.92009048,27.16159076,69.85112265,8
57,60,17,67.88521396,7.504608385,26.23773129,73.58663968,8
56,75,15,60.06534859,7.152272256,30.20157245,66.37171179,8
49,72,15,67.83563765,7.137004749,31.55846339,74.86960831,8
24,80,19,69.0854554,6.808041722,29.67892453,65.66436565,8
49,76,18,67.7017527,7.393631868,27.05365239,60.4693835,8
28,68,19,61.38597868,7.69950698,34.63880966,72.43169115,8
55,78,21,62.93692886,6.602888249,33.39438752,63.57445989,8
50,64,25,63.37230676,6.734447425,28.84079155,70.25496749,8
34,80,19,63.0563645,6.521217963,31.49338309,71.48327008,8
20,68,23,63.95425534,7.707332484,25.54960633,63.1830529,8
55,67,16,69.69366426,6.596719015,34.37329112,70.27184748,8
23,70,15,63.11296779,7.403623355,34.6008247,60.41790253,8
53,74,15,64.94329356,7.517097,29.43463808,72.17818157,8
26,67,16,67.90577375,7.17620823,29.10713092,67.83345933,8
33,80,22,65.71765781,6.593961761,28.57006111,70.0866434,8
37,79,19,69.3478631,7.143942758,27.54384835,69.40878198,8
33,75,21,68.93875631,6.690655045,33.04687968,62.30278274,8
22,55,20,69.96100028,7.423530351,33.95309131,61.16350463,8
20,68,17,60.11680815,6.578714843,30.11873003,71.72980375,8
43,68,20,66.17587668,7.497469256,29.57812712,69.43895491,8
44,76,22,68.01232937,7.775306272,27.26458947,68.91754359,8
34,60,16,64.24992106,7.322555223,31.35730791,63.85668948,8
21,72,17,66.55723677,7.580527339,31.52104732,61.71111448,8
25,68,19,64.25510719,7.108450121,29.39982732,67.47677295,8
41,62,15,64.14928485,7.358974541,29.38400259,65.24194361,8
28,65,23,61.88871127,7.405176138,28.38686534,74.24459122,8
35,64,15,63.53604453,6.500144962,28.47442276,69.5274407,8
52,58,16,61.14508627,7.167435834,30.64095781,71.36947525,8
58,75,25,61.36669662,7.261791753,25.25596239,68.64685069,8
34,66,19,60.18122078,7.586642101,32.97030511,73.44678678,8
52,70,16,66.60416867,7.534811833,33.66855394,67.32520551,8
23,57,19,67.99803573,7.251000789,32.83963757,73.40452716,8
42,58,25,62.90020977,6.513620918,27.45853567,69.46020927,8
37,62,17,69.84354028,7.121254928,25.68576704,74.62068748,8
44,75,22,64.14800537,7.574561547,30.0328403,71.21006868,8
21,80,20,68.27085245,7.350869792,28.20667264,64.32887142,8
56,76,16,61.18956161,7.513151076,28.27265858,63.29900785,8
29,76,15,64.2020154,7.025607706,28.5417236,69.68862306,8
43,61,20,61.61367264,6.804253866,26.87187036,63.51822045,8
55,60,15,68.77994074,7.163043872,32.79766751,64.11411069,8
44,63,15,64.51136845,7.338929556,26.42333018,63.46546487,8
29,67,21,63.38789228,6.621323612,29.79181107,63.02169909,8
47,63,16,67.10464369,6.661870999,27.44003279,72.50669768,8
40,68,17,65.14877461,7.733149554,34.1262979,70.40795007,8
58,61,15,64.23364112,7.402891666,30.94908189,62.78730907,8
41,74,18,61.02701476,6.599147298,28.75751783,73.37686831,8
58,79,17,66.10123083,7.04174124,27.24766491,62.31842057,8
27,62,24,66.770943,7.353876754,28.63005477,62.2737345,8
27,60,17,63.64698302,7.026795359,26.41768321,64.42177127,8
52,65,20,66.15665137,6.814301033,32.81705216,68.83924882,8
44,55,25,65.91359954,7.42160832,29.6321052,71.16331975,8
21,62,24,62.73317204,6.847382891,33.49077065,65.45328463,8
60,59,22,66.74217464,7.191522601,31.86847286,74.22238583,8
33,77,21,65.62971858,7.01285529,30.32992227,71.64631281,8
59,58,17,66.31394098,7.368318809,28.546224,62.83469851,8
29,63,17,67.88811637,7.26154329,30.02629908,66.47264636,8
59,63,18,60.13263713,6.52669158,31.65531175,66.69096751,8
29,70,15,63.54718862,6.872594461,30.33499674,74.16699119,8
58,73,16,65.67718163,6.874142175,33.36984395,64.89517488,8
55,77,22,62.99303471,7.76061831,31.4345059,64.77651469,8
42,79,23,63.29103387,6.781841984,27.71678273,68.56507978,8
44,77,21,61.3009051,7.326980454,32.63918668,61.83876146,8
38,62,25,67.77954584,7.453975408,32.7477393,63.37784443,8
32,76,15,63.49802189,7.604110177,28.05153602,43.35795377,9
13,61,22,63.27771461,7.728832424,19.44084326,46.83130119,9
38,60,20,60.63872613,7.491217102,29.84823072,46.80452595,9
11,74,17,69.92375891,6.633864582,21.36383757,46.6352865,9
37,71,16,68.51966729,7.324863481,26.28663931,46.13833007,9
29,71,18,62.13873825,6.410441476,22.17499963,53.46622584,9
2,72,18,60.97876599,7.836719564,26.57597546,50.89110726,9
6,59,21,66.14007674,6.139215944,26.58972517,50.90994463,9
13,64,20,62.57526895,6.590571088,19.1345771,36.46946971,9
8,58,17,69.15640149,7.286049978,28.75273118,35.15426171,9
6,77,20,60.2816298,6.058306161,25.78746268,49.14337177,9
2,75,22,61.78779413,6.658605362,23.89271875,52.55730112,9
3,69,23,63.18832976,7.299360767,28.67408774,42.96018627,9
27,80,24,61.77336343,7.815210661,28.42062847,49.02366803,9
39,78,15,62.60136323,5.925391795,21.35499456,41.78219834,9
40,79,17,63.18738532,6.403683619,21.12695586,38.71834464,9
37,62,22,61.62313345,7.397546271,24.02037872,49.78102578,9
31,60,24,65.8567539,7.722335992,25.40474421,51.92057267,9
22,67,22,64.49166566,7.475926645,29.03017561,54.9393771,9
3,78,18,68.65257685,6.887130053,20.21368219,50.89732989,9
4,80,16,68.01965728,7.441976825,29.19585548,44.93261911,9
13,61,24,69.6897615,7.629910253,18.29783597,49.39111479,9
12,66,20,63.41785982,7.336117221,27.41434987,44.43177543,9
4,61,21,60.09116626,6.75020529,24.84063998,48.77790371,9
9,60,21,67.31323084,7.52178027,29.94413861,40.37113729,9
18,66,22,67.55109024,6.347379185,25.87990287,47.89645224,9
32,56,18,65.84395319,7.135251532,20.0467711,46.05333124,9
6,72,15,66.70897237,7.670178119,22.99451999,54.49044154,9
15,77,20,66.92642362,7.399749291,25.13163619,49.04015558,9
0,65,24,62.44616219,7.841496029,28.49584395,53.14531023,9
30,79,22,69.48515056,6.254216611,18.28766124,48.60449438,9
3,63,16,61.18458224,6.868881708,24.38041875,53.13946695,9
2,78,23,66.43934593,7.320514721,21.31852148,45.42616802,9
10,78,18,62.70637578,6.296976913,18.54141834,44.07819743,9
14,67,25,60.85993533,7.241151936,25.28710601,49.37369982,9
39,65,23,69.12613376,7.685959305,25.43459777,41.02682925,9
19,72,15,69.76112921,6.890760124,28.83600962,44.08562546,9
18,57,21,63.93927841,6.155915975,27.37659643,49.47371773,9
31,58,15,60.19461399,6.167855382,28.31886863,45.36521251,9
28,58,25,62.04814951,6.861640036,27.4818649,37.81123974,9
5,65,19,68.10365387,6.978361689,18.28072173,48.80253285,9
16,65,19,69.29786244,7.043160241,27.61204997,42.72374404,9
34,65,19,63.22011726,5.94239222,23.43974653,45.40277297,9
14,69,19,63.68128841,7.239455147,20.95628486,52.39881209,9
22,55,16,68.03209183,6.516317561,23.7937153,49.73922097,9
24,61,17,65.44544859,6.233269045,22.6371424,38.30411077,9
2,79,15,65.47227704,7.505283615,21.53577883,35.75107592,9
26,63,17,65.73085206,6.950300686,29.87854588,44.95654782,9
27,61,15,67.10004577,6.958054839,25.2653291,48.33941188,9
24,70,16,68.93307305,6.54803469,25.17885316,35.03484812,9
13,74,25,61.09533545,6.461618577,24.12192608,44.23629285,9
6,64,23,67.40460704,7.065264073,23.33565221,36.18678721,9
12,58,23,63.39503184,6.765091462,21.74600081,50.43306085,9
32,79,22,63.46170674,5.91645379,27.60195453,54.37814199,9
6,68,18,62.50453062,6.711341147,24.388717,47.26052494,9
10,79,20,66.895409,6.379881442,24.98287462,38.21370568,9
38,77,22,69.3159965,6.313284268,28.234829,35.36831423,9
17,74,17,69.55863145,7.393210848,26.03026959,37.11395801,9
26,68,24,64.07691942,7.504930973,28.04849594,37.15824966,9
23,75,17,64.00213929,7.198076286,24.87425505,48.28137482,9
32,78,22,62.35557553,7.007037515,23.97081395,53.40906048,9
19,79,19,67.76252583,6.677262562,20.06003985,42.89509057,9
22,60,18,61.28633405,6.74398035,19.59221047,41.7704893,9
28,69,16,66.29327012,6.547361618,29.77013109,35.69674138,9
1,67,21,60.53657684,6.551577598,27.52135365,48.06491307,9
12,67,23,63.14909763,6.585020303,25.62896213,45.49683991,9
36,67,20,60.47528931,6.924042372,20.39078312,53.31508572,9
28,70,21,60.4989659,7.437373666,25.39038396,39.18374505,9
12,71,19,60.71367427,7.142611056,24.91079638,42.19740397,9
22,68,16,63.20915034,7.74672376,27.70496805,37.46160727,9
26,66,22,65.1034354,6.300479414,18.06486101,51.54922825,9
16,65,16,62.45851612,6.078724107,18.13027797,50.6128521,9
